Conference,Division,Team,Game Type,Week,Venue,Venue Capacity,Venue Surface,Venue Type,Temperature,Weather Condition,Humidity,Wind Speed,Wind Direction,Total First Downs,Passing First Downs,Rushing First Downs,Penalty First Downs,Third Down Attempts,Third Down Conversions,Third Down Conversion %,Third Down Passing Conversions,Third Down Rushing Conversions,Third Down Penalty Conversions,Fourth Down Attempts,Fourth Down Conversions,Fourth Down Conversion %,Fourth Down Passing Conversions,Fourth Down Rushing Conversions,Fourth Down Penalty Conversions,Total Plays,Total Yards,Yards per Play,Rushing Plays,Rushing Yards,Rushing Yards per Play,Passing Plays,Passing Completions,Passing Yards per Play,Interceptions,Sacks,Net Passing Yards,Gross Passing Yards,Sack Yards,Total Return Yards,Punt Returns,Punt Return Yards,Kick-off Returns,Kick-off Return Yards,Interception Returns,Interception Return Yards,Kick-offs,Kick-offs in Endzone,Touchbacks,Punts,Average Punt Yards,Punts Blocked,Average Net Punt Yards,Penalties,Penalty Yards,Fumbles,Fumbles Lost,Total TD,Passing TD,Rushing TD,Interception TD,Fumble TD,Punt Return TD,Kick-off Return TD,Field Goal Return TD,Extra Point Attempts,Extra Points Made,Extra Points Blocked,Two-Point Conversion Attempts,Two-Point Conversions Made,Field Goal Attempts,Field Goals Made,Field Goals Blocked,Redzone Visits,Redzone TD,Redzone Efficiency,Goal-to-go Attempts,Goal-to-go TD,Goal-to-go Efficiency,Safeties,Turnovers,Points Scored,Time of Possesion,Win / Loss
NFC,NFC West,ARI,REG,10,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,21,18,3,0,15,6,40,6,0,0,0,0,0,0,0,0,66,335,5.076,22,28,1.273,41,28,6.977,1,3,307,326,19,38,1,8,2,44,2,30,6,6,4,6,44.667,0,44,5,35,1,0,4,1,1,1,1,0,0,0,4,4,0,0,0,2,1,0,2,1,50,1,1,100,0,1,31,33:20,W
NFC,NFC West,STL,REG,10,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,16,9,5,2,10,1,10,0,1,0,2,1,50,1,0,0,58,244,4.207,22,70,3.182,30,17,4.833,2,6,174,216,42,48,2,4,2,63,1,44,3,2,1,7,43.571,0,39.571,8,80,1,1,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,100,1,1,100,0,3,14,26:40,L
NFC,NFC West,SEA,REG,10,CenturyLink Field,67000,artificial,outdoor,,,,,,27,8,19,0,12,7,58.333,3,4,0,1,1,100,1,0,0,64,510,7.969,45,350,7.778,17,10,8.421,2,2,160,172,12,48,2,1,1,28,1,47,7,7,5,1,46,0,26,6,50,3,1,5,0,5,0,0,0,0,0,5,5,0,0,0,1,1,0,7,5,71.429,5,4,80,0,3,38,33:12,W
NFC,NFC East,NYG,REG,10,CenturyLink Field,67000,artificial,outdoor,,,,,,20,15,2,3,12,6,50,6,0,0,1,0,0,0,0,0,63,324,5.143,17,54,3.176,44,29,5.87,1,2,270,283,13,7,0,0,2,33,2,7,3,3,2,5,38.6,0,34.4,4,35,1,1,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,2,2,100,2,2,100,0,2,17,26:48,L
NFC,NFC North,GB,REG,10,Lambeau Field,80750,turf,outdoor,,,,,,21,13,6,2,13,6,46.154,4,2,0,2,2,100,1,1,0,64,452,7.063,32,133,4.156,32,19,9.969,0,0,319,319,0,107,2,16,1,20,2,91,10,8,0,3,40.333,0,36,5,50,1,1,7,6,0,1,0,0,0,0,7,7,0,0,0,2,2,0,6,3,50,3,1,33.333,0,1,55,29:32,W
NFC,NFC North,CHI,REG,10,Lambeau Field,80750,turf,outdoor,,,,,,21,12,5,4,12,3,25,3,0,0,4,0,0,0,0,0,68,311,4.574,24,55,2.292,40,23,5.818,2,4,256,283,27,13,2,13,10,288,0,0,3,1,1,4,42.75,0,38.75,11,163,2,1,2,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,3,14,30:28,L
NFC,NFC East,PHI,REG,10,Lincoln Financial Field,68532,turf,outdoor,,,,,,17,14,3,0,15,5,33.333,4,1,0,1,0,0,0,0,0,62,365,5.887,23,37,1.609,38,20,8.41,0,1,328,332,4,121,3,85,0,0,3,36,8,7,5,7,43.286,0,37.714,5,50,2,0,6,2,2,1,0,1,0,0,6,6,0,0,0,1,1,0,4,4,100,2,2,100,0,0,45,21:55,W
NFC,NFC South,CAR,REG,10,Lincoln Financial Field,68532,turf,outdoor,,,,,,21,13,7,1,20,10,50,8,2,0,1,0,0,0,0,0,81,317,3.914,32,102,3.188,40,25,4.388,3,9,215,306,91,19,3,19,3,82,0,0,4,4,4,7,47.571,0,35.429,4,30,3,2,3,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,100,1,1,100,0,5,21,38:05,L
AFC,AFC East,MIA,REG,11,Sun Life Stadium,76100,turf,outdoor,,,,,,24,15,6,3,9,4,44.444,3,1,0,0,0,0,0,0,0,63,330,5.238,24,125,5.208,34,26,5.256,0,5,205,240,35,0,0,0,2,47,0,0,5,5,2,3,41,0,37.333,4,30,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,6,2,33.333,0,0,0,0,2,22,32:22,L
AFC,AFC East,BUF,REG,11,Sun Life Stadium,76100,turf,outdoor,,,,,,13,9,4,0,15,6,40,3,3,0,2,0,0,0,0,0,60,237,3.95,19,54,2.842,39,22,4.463,0,2,183,193,10,11,1,11,3,75,0,0,5,4,3,2,37,0,37,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,1,0,0,1,0,9,27:38,W
NFC,NFC East,WAS,REG,11,FedEx Field,83000,turf,outdoor,,,,,,20,8,9,3,13,4,30.769,2,2,0,1,1,100,0,1,0,69,322,4.667,31,155,5,32,23,4.395,2,6,167,207,40,7,2,7,5,117,0,0,2,0,0,4,44.25,0,34.25,9,67,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,3,7,34:11,W
NFC,NFC South,TB,REG,11,FedEx Field,83000,turf,outdoor,,,,,,12,8,3,1,10,3,30,2,1,0,0,0,0,0,0,0,46,329,7.152,21,48,2.286,23,15,11.24,0,2,281,288,7,19,1,0,2,27,2,19,6,5,1,4,41.25,0,39.5,11,101,2,1,3,2,0,1,0,0,0,0,3,3,0,0,0,2,2,0,1,0,0,0,0,0,0,1,27,25:49,L
NFC,NFC North,GB,REG,11,Lambeau Field,80750,turf,outdoor,,,,,,25,18,6,1,14,8,57.143,8,0,0,0,0,0,0,0,0,64,475,7.422,25,110,4.4,38,24,9.359,0,1,365,367,2,129,1,75,3,42,2,54,10,7,6,1,20,1,17,4,52,2,0,7,3,1,1,1,1,0,0,6,5,1,1,0,3,2,0,4,2,50,3,2,66.667,0,0,53,32:42,W
NFC,NFC East,PHI,REG,11,Lambeau Field,80750,turf,outdoor,,,,,,22,17,5,0,15,5,33.333,4,1,0,3,2,66.667,2,0,0,78,429,5.5,31,109,3.516,44,26,6.809,2,3,320,346,26,6,1,6,4,89,0,0,4,1,1,4,39.75,0,16,6,53,4,2,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,4,1,25,1,0,0,0,4,20,27:18,L
NFC,NFC North,CHI,REG,11,Soldier Field,61500,turf,outdoor,,,,,,24,16,8,0,17,10,58.824,8,2,0,3,2,66.667,0,2,0,74,468,6.324,31,138,4.452,43,31,7.674,2,0,330,330,0,17,3,17,4,59,1,0,4,1,0,2,29.5,0,29.5,7,60,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,1,0,0,2,1,50,2,1,50,0,2,21,38:38,W
NFC,NFC North,MIN,REG,11,Soldier Field,61500,turf,outdoor,,,,,,10,7,2,1,11,2,18.182,2,0,0,2,2,100,1,1,0,46,243,5.283,16,96,6,28,18,4.9,1,2,147,158,11,52,0,0,3,34,2,52,4,1,0,4,41.25,0,37,2,18,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,2,1,50,1,1,100,0,1,13,21:22,L
NFC,NFC South,CAR,REG,11,Bank of America Stadium,73778,turf,outdoor,,,,,,22,15,5,2,13,3,23.077,2,1,0,0,0,0,0,0,0,64,391,6.109,25,106,4.24,37,23,7.308,2,2,285,292,7,16,4,16,4,73,0,0,4,4,3,6,35.667,0,35.667,1,15,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,3,1,1,1,0,0,0,0,0,0,2,17,28:02,L
NFC,NFC South,ATL,REG,11,Bank of America Stadium,73778,turf,outdoor,,,,,,22,18,3,1,15,5,33.333,4,1,0,0,0,0,0,0,0,74,346,4.676,27,86,3.185,45,31,5.532,0,2,260,268,8,19,0,0,1,19,2,19,6,3,2,7,49.143,0,46.857,5,58,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,4,4,0,3,1,33.333,1,1,100,0,1,19,31:58,W
AFC,AFC North,CLE,REG,11,FirstEnergy Stadium,71516,turf,outdoor,,,,,,24,18,4,2,15,3,20,2,1,0,2,0,0,0,0,0,76,375,4.934,24,58,2.417,50,20,6.096,1,2,317,330,13,7,1,7,5,110,1,0,2,2,1,6,38.5,0,37.667,8,67,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,7,26:07,W
AFC,AFC South,HOU,REG,11,FirstEnergy Stadium,71516,turf,outdoor,,,,,,29,12,13,4,18,7,38.889,3,4,0,1,1,100,1,0,0,84,424,5.048,54,213,3.944,30,20,7.033,1,0,211,211,0,5,2,5,1,28,1,0,6,3,1,5,39.4,0,38,5,55,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,4,3,0,2,1,50,1,1,100,0,1,23,33:53,L
NFC,NFC South,NO,REG,11,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,24,18,3,3,13,8,61.538,7,1,0,1,0,0,0,0,0,67,330,4.925,26,75,2.885,41,33,6.22,0,0,255,255,0,4,1,4,0,0,0,0,3,3,1,3,44,0,41,5,34,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3,1,33.333,1,0,0,0,1,10,30:46,L
AFC,AFC North,CIN,REG,11,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,22,13,7,2,13,9,69.231,7,2,0,0,0,0,0,0,0,59,405,6.864,36,186,5.167,22,16,9.522,0,1,219,220,1,9,1,9,2,74,0,0,5,5,5,2,44,0,42,4,33,2,0,3,2,0,0,1,0,0,0,3,3,0,0,0,2,2,0,3,2,66.667,1,1,100,0,0,27,29:14,W
AFC,AFC West,KC,REG,11,Arrowhead Stadium,79451,turf,outdoor,,,,,,20,4,14,2,6,2,33.333,0,2,0,0,0,0,0,0,0,46,298,6.478,30,190,6.333,16,11,6.75,0,0,108,108,0,9,1,9,3,95,0,0,5,2,0,2,52,0,47,3,6,3,2,3,0,3,0,0,0,0,0,3,3,0,0,0,1,1,0,4,3,75,2,2,100,0,2,24,24:03,W
NFC,NFC West,SEA,REG,11,Arrowhead Stadium,79451,turf,outdoor,,,,,,25,10,14,1,12,5,41.667,4,1,0,3,0,0,0,0,0,71,372,5.239,37,204,5.514,32,20,4.941,0,2,168,178,10,10,1,10,5,79,0,0,4,3,1,2,51.5,0,47,8,50,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,5,2,40,4,2,50,0,0,20,35:57,L
NFC,NFC East,NYG,REG,11,MetLife Stadium,82500,artificial,outdoor,,,,,,17,14,2,1,15,6,40,5,1,0,3,0,0,0,0,0,68,330,4.853,21,65,3.095,45,22,5.638,5,2,265,280,15,39,3,39,5,129,0,0,3,2,1,3,43,0,40.333,3,54,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3,1,33.333,1,0,0,0,5,10,25:01,L
NFC,NFC West,SF,REG,11,MetLife Stadium,82500,artificial,outdoor,,,,,,20,10,9,1,14,6,42.857,4,2,0,1,0,0,0,0,0,68,333,4.897,37,148,4,30,15,5.968,0,1,185,193,8,-11,2,8,2,26,5,-19,5,1,0,4,46.75,0,37,4,35,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,4,0,0,1,0,0,0,1,16,34:59,W
NFC,NFC West,STL,REG,11,Edward Jones Dome,66000,artificial,dome,,,,,,16,12,4,0,17,6,35.294,6,0,0,0,0,0,0,0,0,65,337,5.185,33,131,3.97,29,20,6.438,0,3,206,220,14,17,2,13,2,49,2,4,7,5,5,6,43.333,0,43.333,3,25,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,5,5,0,3,0,0,0,0,0,0,0,22,35:50,L
AFC,AFC West,DEN,REG,11,Edward Jones Dome,66000,artificial,dome,,,,,,21,19,1,1,12,4,33.333,4,0,0,3,0,0,0,0,0,66,397,6.015,10,28,2.8,54,34,6.589,2,2,369,389,20,0,1,0,2,24,0,0,2,2,0,5,36.6,0,34,8,62,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,24:10,W
AFC,AFC West,SD,REG,11,Qualcomm Stadium,70561,turf,outdoor,,,,,,18,11,6,1,15,4,26.667,3,1,0,0,0,0,0,0,0,68,300,4.412,32,120,3.75,34,22,5,0,2,180,193,13,44,4,44,1,25,0,0,4,2,0,9,42.222,0,41.444,6,40,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,1,0,0,1,0,0,0,0,13,34:46,L
AFC,AFC West,OAK,REG,11,Qualcomm Stadium,70561,turf,outdoor,,,,,,9,7,2,0,15,3,20,3,0,0,1,1,100,1,0,0,55,233,4.236,19,71,3.737,34,16,4.5,0,2,162,172,10,7,3,7,4,75,0,0,3,3,2,9,49.556,0,44.667,8,41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,6,25:14,W
NFC,NFC West,ARI,REG,11,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,18,13,3,2,14,8,57.143,7,1,0,0,0,0,0,0,0,58,352,6.069,26,46,1.769,32,21,9.563,2,0,306,306,0,4,2,4,1,21,1,0,3,3,2,5,39.4,0,36.2,4,35,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,50,0,0,0,0,2,14,30:43,L
NFC,NFC North,DET,REG,11,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,11,6,4,1,15,5,33.333,5,0,0,1,0,0,0,0,0,53,262,4.943,19,98,5.158,30,18,4.824,1,4,164,183,19,58,2,16,1,26,2,42,3,3,2,6,41.5,0,40.833,9,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,6,29:17,W
AFC,AFC South,IND,REG,11,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,17,14,1,2,13,5,38.462,4,1,0,3,1,33.333,1,0,0,56,322,5.75,16,19,1.188,39,23,7.575,1,1,303,303,0,10,0,0,2,53,2,10,5,5,4,3,56.667,0,54.667,4,27,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,3,2,66.667,2,2,100,0,1,20,25:39,L
AFC,AFC East,NE,REG,11,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,34,13,17,4,11,9,81.818,6,3,0,0,0,0,0,0,0,74,503,6.797,44,246,5.591,30,19,8.567,2,0,257,257,0,16,3,6,1,21,1,10,7,6,5,1,59,0,39,5,53,0,0,6,2,4,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,100,5,5,100,0,2,42,34:21,W
AFC,AFC South,TEN,REG,11,LP Field,69143,turf,outdoor,,,,,,14,10,3,1,8,3,37.5,2,1,0,0,0,0,0,0,0,39,312,8,15,49,3.267,24,15,10.958,1,0,263,263,0,1,1,1,5,124,1,0,5,3,0,4,35.25,0,31.75,1,10,0,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,3,2,66.667,3,2,66.667,0,1,24,20:11,L
AFC,AFC North,PIT,REG,11,LP Field,69143,turf,outdoor,,,,,,29,14,15,0,13,7,53.846,6,1,0,0,0,0,0,0,0,73,386,5.288,36,206,5.722,32,21,4.865,1,5,180,207,27,42,1,14,5,123,1,28,6,2,1,2,40.5,0,40,4,39,0,0,3,1,1,1,0,0,0,0,3,3,0,0,0,2,2,0,4,2,50,2,1,50,0,1,27,39:49,W
AFC,AFC West,OAK,REG,12,O.co Coliseum,53200,turf,outdoor,,,,,,18,9,8,1,16,8,50,6,2,0,1,1,100,0,1,0,66,351,5.318,30,179,5.967,35,18,4.778,0,1,172,174,2,5,2,5,4,83,0,0,5,5,2,6,49.333,0,40.833,7,60,2,1,3,1,2,0,0,0,0,0,3,3,0,0,0,1,1,0,2,2,100,1,1,100,0,1,24,30:05,W
AFC,AFC West,KC,REG,12,O.co Coliseum,53200,turf,outdoor,,,,,,16,11,3,2,14,2,14.286,1,1,0,1,0,0,0,0,0,62,313,5.048,24,96,4,36,20,5.711,0,2,217,234,17,51,4,51,3,113,0,0,5,1,1,7,42.429,0,41.714,7,59,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,3,1,33.333,0,0,0,0,0,20,29:55,L
NFC,NFC North,CHI,REG,12,Soldier Field,61500,turf,outdoor,,,,,,12,6,4,2,16,4,25,3,1,0,0,0,0,0,0,0,56,204,3.643,26,92,3.538,27,17,3.733,0,3,112,130,18,6,3,0,3,43,2,6,4,3,1,9,40.778,0,39.444,6,45,1,1,3,1,2,0,0,0,0,0,3,3,0,0,0,1,0,0,3,3,100,2,2,100,0,1,21,29:50,W
NFC,NFC South,TB,REG,12,Soldier Field,61500,turf,outdoor,,,,,,17,14,3,0,17,7,41.176,6,1,0,1,0,0,0,0,0,75,367,4.893,22,66,3,48,25,5.679,2,5,301,341,40,12,2,12,3,42,0,0,4,1,1,6,40.5,0,37.167,9,87,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,3,1,33.333,1,0,0,0,4,13,30:10,L
AFC,AFC East,BUF,REG,12,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,21,14,5,2,13,7,53.846,6,1,0,1,0,0,0,0,0,62,336,5.419,29,116,4,32,24,6.667,0,1,220,230,10,39,1,5,1,13,1,34,7,5,1,4,46.5,0,36,4,24,0,0,5,2,2,0,0,0,0,0,5,5,0,0,0,1,1,0,3,3,100,3,3,100,0,0,38,30:54,W
AFC,AFC East,NYJ,REG,12,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,11,6,4,1,15,3,20,2,1,0,1,1,100,0,1,0,57,218,3.825,19,92,4.842,31,17,3.316,1,7,126,165,39,42,3,42,6,90,0,0,2,1,1,7,38.875,1,35.75,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,3,29:06,L
NFC,NFC East,PHI,REG,12,Lincoln Financial Field,68532,turf,outdoor,,,,,,26,18,7,1,19,10,52.632,9,1,0,0,0,0,0,0,0,83,462,5.566,38,164,4.316,43,30,6.622,2,2,298,307,9,50,6,50,4,156,1,0,10,9,3,3,45,0,40.667,9,69,0,0,4,1,2,0,0,0,1,0,4,4,0,0,0,6,5,0,7,3,42.857,4,2,50,0,2,43,33:12,W
AFC,AFC South,TEN,REG,12,Lincoln Financial Field,68532,turf,outdoor,,,,,,16,11,4,1,12,2,16.667,2,0,0,2,1,50,1,0,0,63,351,5.571,19,52,2.737,39,20,6.795,1,5,299,345,46,46,3,13,7,186,2,33,5,2,1,6,49,0,40.667,7,56,3,2,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,4,2,50,3,2,66.667,0,3,24,26:48,L
NFC,NFC South,ATL,REG,12,Georgia Dome,74228,artificial,dome,,,,,,21,15,5,1,16,9,56.25,6,3,0,0,0,0,0,0,0,69,315,4.565,23,63,2.739,43,27,5.478,1,3,252,273,21,21,1,12,4,84,3,9,5,5,5,4,44.5,0,39.5,7,40,1,1,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,2,2,100,2,2,100,0,2,24,29:23,L
AFC,AFC North,CLE,REG,12,Georgia Dome,74228,artificial,dome,,,,,,29,16,10,3,10,4,40,4,0,0,0,0,0,0,0,0,71,475,6.69,29,162,5.586,41,23,7.452,3,1,313,322,9,0,0,0,0,0,1,0,6,6,2,1,41,0,29,5,30,2,0,2,0,2,0,0,0,0,0,2,2,0,0,0,5,4,0,6,1,16.667,2,0,0,0,3,26,30:37,W
NFC,NFC North,MIN,REG,12,TCF Bank Stadium,52000,artificial,outdoor,,,,,,20,11,7,2,13,5,38.462,2,3,0,1,1,100,0,1,0,64,308,4.813,25,112,4.48,37,21,5.026,1,2,196,210,14,5,1,5,5,126,0,0,5,5,5,4,44.75,0,39,7,77,0,0,2,2,0,0,0,0,0,0,1,1,0,1,1,2,2,0,1,1,100,1,1,100,0,1,21,28:15,L
NFC,NFC North,GB,REG,12,TCF Bank Stadium,52000,artificial,outdoor,,,,,,24,10,12,2,11,6,54.545,3,3,0,0,0,0,0,0,0,62,362,5.839,32,155,4.844,29,19,6.9,0,1,207,209,2,23,3,23,0,0,1,0,5,2,0,4,42.25,0,41,8,75,1,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,3,3,100,2,2,100,0,0,24,31:45,W
AFC,AFC South,HOU,REG,12,NRG Stadium,71054,turf,retractable_dome,,,,,,18,11,4,3,14,4,28.571,4,0,0,3,2,66.667,1,1,0,65,248,3.815,19,64,3.368,45,21,4,1,1,184,189,5,67,2,7,1,23,1,60,5,3,1,5,47.2,0,43.2,3,15,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,3,0,0,2,0,0,1,1,13,20:50,L
AFC,AFC North,CIN,REG,12,NRG Stadium,71054,turf,retractable_dome,,,,,,24,17,6,1,20,11,55,9,2,0,1,0,0,0,0,0,78,372,4.769,43,139,3.233,35,24,6.657,1,0,233,233,0,24,3,20,4,109,1,4,5,5,4,4,48.25,0,46.5,6,60,1,0,2,1,1,0,0,0,0,0,2,2,0,0,0,2,2,0,4,2,50,3,2,66.667,0,1,22,39:10,W
AFC,AFC East,NE,REG,12,Gillette Stadium,68756,artificial,outdoor,,,,,,30,22,4,4,14,6,42.857,6,0,0,1,1,100,1,0,0,73,439,6.014,20,90,4.5,53,38,6.585,1,0,349,349,0,10,4,15,1,81,1,-5,6,6,5,5,47.6,0,46.6,11,84,0,0,4,2,2,0,0,0,0,0,4,4,0,0,0,2,2,0,5,4,80,5,4,80,0,1,34,29:49,L
NFC,NFC North,DET,REG,12,Gillette Stadium,68756,artificial,outdoor,,,,,,21,12,5,4,17,5,29.412,3,2,0,3,2,66.667,1,1,0,73,335,4.589,25,91,3.64,46,18,5.083,1,2,244,264,20,10,2,5,1,27,1,5,4,4,3,5,46.2,0,43.2,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,1,9,30:11,W
AFC,AFC South,IND,REG,12,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,24,9,12,3,17,9,52.941,3,6,0,0,0,0,0,0,0,72,389,5.403,35,175,5,32,21,5.784,0,5,214,253,39,90,5,48,2,64,1,42,6,6,6,3,48.667,0,47.667,6,54,6,3,2,1,1,0,0,0,0,0,2,2,0,0,0,3,3,0,5,1,20,3,1,33.333,0,3,23,34:05,L
AFC,AFC South,JAC,REG,12,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,11,5,6,0,12,3,25,1,2,0,1,0,0,0,0,0,54,194,3.593,23,80,3.478,27,15,3.677,1,4,114,146,32,3,2,3,0,0,0,0,2,2,0,7,49.429,0,42.571,6,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,2,3,25:55,W
AFC,AFC West,SD,REG,12,Qualcomm Stadium,70561,turf,outdoor,,,,,,19,15,4,0,12,4,33.333,4,0,0,0,0,0,0,0,0,60,410,6.833,22,128,5.818,35,29,7.421,1,3,282,291,9,19,1,0,2,43,2,19,6,3,0,4,49.25,0,38.25,8,85,3,2,3,1,1,0,1,0,0,0,3,3,0,0,0,2,2,0,2,0,0,1,0,0,0,3,27,31:09,W
NFC,NFC West,STL,REG,12,Qualcomm Stadium,70561,turf,outdoor,,,,,,16,9,5,2,14,6,42.857,6,0,0,1,1,100,1,0,0,61,317,5.197,24,107,4.458,36,19,5.676,2,1,210,217,7,143,2,44,6,142,1,99,5,4,3,4,44.5,0,44.5,9,90,2,1,3,1,1,1,0,0,0,0,3,3,0,0,0,2,1,1,4,2,50,2,1,50,0,3,24,28:51,L
NFC,NFC West,SEA,REG,12,CenturyLink Field,67000,artificial,outdoor,,,,,,16,10,6,0,13,5,38.462,3,2,0,0,0,0,0,0,0,58,293,5.052,29,124,4.276,22,17,5.828,0,7,169,211,42,34,2,32,1,20,1,2,6,6,4,3,50,0,50,7,74,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,5,4,1,5,1,20,2,0,0,0,0,19,35:27,L
NFC,NFC West,ARI,REG,12,CenturyLink Field,67000,artificial,outdoor,,,,,,12,8,2,2,12,3,25,1,2,0,0,0,0,0,0,0,49,204,4.163,20,64,3.2,26,14,4.828,1,3,140,149,9,0,0,0,2,45,0,0,2,2,1,6,31.857,1,27.286,3,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,3,24:33,W
AFC,AFC West,DEN,REG,12,Sports Authority Field at Mile High,76125,turf,outdoor,,,,,,29,15,10,4,13,9,69.231,8,1,0,1,1,100,0,1,0,71,450,6.338,35,201,5.743,35,28,6.917,0,1,249,257,8,49,3,12,3,100,1,37,7,7,5,1,45,0,28,9,98,1,1,5,4,1,0,0,0,0,0,4,4,0,1,1,2,1,0,8,5,62.5,4,4,100,0,1,39,34:17,W
AFC,AFC East,MIA,REG,12,Sports Authority Field at Mile High,76125,turf,outdoor,,,,,,25,17,5,3,8,4,50,3,1,0,1,1,100,1,0,0,58,313,5.397,21,97,4.619,36,26,5.838,1,1,216,228,12,17,1,17,2,40,0,0,6,5,2,3,53.333,0,49.333,6,50,3,0,5,3,2,0,0,0,0,0,4,4,0,1,1,0,0,0,5,5,100,5,5,100,0,1,36,25:43,L
NFC,NFC West,SF,REG,12,Levi's Stadium,68500,turf,outdoor,,,,,,16,10,5,1,13,5,38.462,4,1,0,2,2,100,1,1,0,60,312,5.2,29,66,2.276,29,20,7.935,1,2,246,256,10,8,4,8,4,98,0,0,3,2,1,6,50.333,0,48.5,5,47,3,2,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,2,1,50,0,3,17,30:05,W
NFC,NFC East,WAS,REG,12,Levi's Stadium,68500,turf,outdoor,,,,,,12,4,7,1,13,2,15.385,1,1,0,0,0,0,0,0,0,52,213,4.096,27,136,5.037,20,11,3.08,0,5,77,106,29,9,3,11,2,37,1,-2,4,3,0,8,46.625,0,45.625,7,53,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,2,0,2,1,50,1,1,100,0,1,13,29:55,L
NFC,NFC East,NYG,REG,12,MetLife Stadium,82500,artificial,outdoor,,,,,,27,19,5,3,16,11,68.75,10,1,0,1,0,0,0,0,0,74,417,5.635,32,89,2.781,40,29,7.81,1,2,328,338,10,-1,1,-1,4,99,0,0,5,4,4,4,55,0,38,5,30,0,0,4,3,1,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,75,3,3,100,0,1,28,35:07,L
NFC,NFC East,DAL,REG,12,MetLife Stadium,82500,artificial,outdoor,,,,,,18,13,5,0,10,4,40,3,1,0,0,0,0,0,0,0,53,385,7.264,25,119,4.76,26,18,9.5,0,2,266,275,9,113,4,68,1,22,1,45,6,5,2,4,48.75,0,49,7,63,1,1,4,4,0,0,0,0,0,0,4,4,0,0,0,1,1,0,2,2,100,1,1,100,0,1,31,24:53,W
